,id,title,union
1271,8922.0,Jeepers Creepers,jeeper creeper a colleg age brother and sister get more than they bargain for on their road trip home from spring break when the bicker sibl wit a creepi truck driver toss bodi bag into a sewer near an abandon church they investig bad move open a pandora s box of unspeak evil the pair must flee for their live with a monstrou shape in hot pursuit horror thriller ginaphilip justinlong jonathanbreck patriciabelch eileenbrennan brandonsmith peggysheffield jeffreywilliamevan patrickcherri jonbeshara avi mariebarn steveraulerson tomtarantini williamhaz kimkahana chrisshepardson victorsalva unitedartist americanzoetrop cinerentamedienbeteiligungskg cinerenta cinebeta vclcommun
1272,16307.0,The Wicker Man,the wicker man polic sergeant neil howi is call to an island villag in search of a miss girl whom the local claim never exist stranger still howev are the ritual that take place there horror music mysteri thriller edwardwoodward christopherle brittekland dianecilento ingridpitt lindsaykemp russellwat robinhardi aubreymorri irenesunt waltercarr royboyd robinhardi britishlionfilmcorpor
1273,12508.0,Rock Star,rock star rock star tell the stori of chri cole and a rock band call steel dragon cole is a photocopi technician by day and the lead singer of a steel dragon tribut band call blood pollut by night intern struggl between the steel dragon band member culmin with the fire of the lead singer bobbi beer and the start of recruit session to find a new vocalist loos inspir by the true stori of the heavi metal band juda priest music drama comedi markwahlberg jenniferaniston jasonflemyng dominicwest jasonbonham zakkwyld jeffpilson timothyolyph bethgrant timothyspal matthewglav michaelshamuswil bethgrant dagmaradomi czyk vitaminc giafranzia stephenherek belairentertain warnerbro robertlawrenceproduct metalproductionsinc maysvillepictur
1274,2176.0,The Glass House,the glass hous after the parent of rubi and her younger brother rhett are kill in a car crash their parent best friend erin and terri glass becom their guardian the children hear promis of a world of opul and california fun all they have to do is move into the glass gate hous befor veri long though rubi suspect that erin and terri may not be the ideal guardian they seem to be drama thriller leeleesobieski dianelan stellanskarsg rd brucedern kathybak trevormorgan chrisnoth michaelo keef gavino connor vytorugini carlypop chinashav agnesbruckn michaelpaulchan rachelwilson rutanyaalda johnbillingsley maiadanzig januaryjon danielsackheim originalfilm
1275,2034.0,Training Day,train day on hi first day on the job as a narcot offic a rooki cop work with a rogu detect who isn t what he appear action crime drama thriller denzelwashington ethanhawk scottglenn tombereng harrisyulin cliffcurti snoopdogg dr dre evamend nickchinlund jaimeosoriog mez charlotteayanna kyjeln jolli raymondcruz antoinefuqua villageroadshowpictur npventertain warnerbro outlawproduct i wvfilmsii
1276,12103.0,Don't Say a Word,don t say a word when the daughter of a psychiatrist is kidnap he s horrifi to discov that the abductor demand is that he break through to a post traumat stress disord suffer young woman who know a secret thriller michaeldougla seanbean brittanymurphi skyemccolebartusiak guytorri jenniferesposito shawndoyl victorargo conradgood paulschulz lancereddick famkejanssen oliverplatt aidandevin alexcampbel davidwarshofski garyfled villageroadshowpictur npventertain regencyenterpris kopelsonentertain epsilonmotionpictur newregencypictur furthurfilm
1277,9398.0,Zoolander,zooland clear the runway for derek zooland vh s three time male model of the year hi face fall when hippi chic he s so hot right now hansel scooter in to steal thi year s award the evil fashion guru mugatu seiz the opportun to turn derek into a kill machin it a well design conspiraci and onli with the help of hansel and a few well chosen accessori can derek make the world safe comedi benstil owenwilson christinetaylor willferrel millajovovich jerrystil davidduchovni jonvoight judahfriedland nathanleegraham alexandreman asiohighsmith alexanderskarsg rd donaldtrump christianslat tomford cubagoodingjr stevekmetko tommyhilfig natalieportman lennykravitz gwenstefani heidiklum markronson parishilton davidbowi tysonbeckford freddurst lancebass lil kim garryshandl stephendorff sandrabernhard claudiaschiff veronicawebb lukashaa carmenkass frankierayd mattlevin justintheroux andydick woodrowasai andrewwilson vikramchatw kashana jonahlub michaelmcalpin vesalvail shavoodadjian eliotjohnson richardgladi amystil johnvarga jennifercoolidg tonykan endrehul noradunn ricpipino jerrystahl jennifermccomb johannurb luccommeret herblieberz zoya colinmcnish darrencopeland richardstanley shabazzrichardson rohanquin svetlana ericwinzenreid charlesbram jamesmarsden rudysegura randallslavin pattonoswalt irinapantaeva stanchu kummingho theokogan lambor angel luthercreek dechenthurman kennymax kina davidpressman godfrey tajcrown richierich king fredericfekkai kevynaucoin boriskachscovski mitchwinston masonwebb alexanikola victoriabeckham gavinrossdal winonaryd vincevaughn billyzan fabio klaralandrat benstil paramountpictur villageroadshowpictur npventertain scottrudinproduct redhourproduct tenthplanetproduct vh televis redhourfilm mfpmunichfilmpartnersgmbh companyi produktionskg
1278,10866.0,Joy Ride,joy ride three young peopl on a road trip from colorado to new jersey talk to a trucker on their cb radio then must escap when he turn out to be a psychot killer mysteri thriller drama stevezahn paulwalk leeleesobieski jessicabowman stuartston basilwallac brianleckn marywickliff mckenziesatterthwait dellyount kennethwhit luiscort s michaelmccleeri jimbeav rachelsing satchhuizenga terryleonard gwendadeacon robertwinley aligag jackmoor hughdan leestepp jayhernandez hueyredwin johnmaynard peterweiret jamesmacdonald johndahl regencyenterpris epsilonmotionpictur liveplanet newregencypictur badrobot
1279,9778.0,Serendipity,serendip although stranger sara and jonathan are both alreadi in relationship they realiz they have genuin chemistri after a chanc encount but part compani soon after year later they each yearn to reunit despit be destin for the altar but to give true love a chanc they have to find one anoth again comedi romanc johncusack katebeckinsal jeremypiven bridgetmoynahan eugenelevi lillilavin michaelguarinojr abdulalshawish stephenbruc davidsparrow anntalman crystalbock kateblumberg garygerbrandt ronpayn marciabennett mollyshannon leofitzpatrick johncorbett peterchelsom miramaxfilm tapestryfilm simonfieldsproduct
1280,3172.0,Bandits,bandit two bank robber fall in love with the girl they ve kidnap action comedi crime romanc brucewilli billybobthornton cateblanchett troygar williamconvers robert br anf o byrn staceytravi azurasky peggymiley januaryjon barrylevinson cheyenneenterpris epsilonmotionpictur empirepictur metro goldwyn mayer mgm hydeparkentertain baltimorespringcreekproduct lotuspictur
1281,1018.0,Mulholland Drive,mulholland drive after a car wreck on the wind mulholland drive render a woman amnes she and a perki hollywood hope search for clue and answer across lo angel in a twist ventur beyond dream and realiti thriller drama mysteri naomiwatt laurahar annmil danhedaya justintheroux brentbrisco robertforst katharinetown leegrant scottcoffey billyraycyru chadeverett ritataggart jameskaren loriheur angelobadalamenti michaeldesbarr marcusgraham missycrid robertkatim jeanneb danbirnbaum randallwulff mayabond patrickfischl michaelcook bonnieaaron michaelj anderson josephkearney enriquebuelna richardmead seaneverett danielrey davidschroed tommorri melissageorg mogallini markpellegrino vincentcastellano dianenelson charlescroughwel renariffel tadhorino tonylongo genosilva montymontgomeri kateforst waynegrac michelehick lisak ferguson williamostrand lisalackey brianbeacock blakelindsley adriencurri tyrahm lindsey michaeld weather michaelfairman johannastein richardgreen contecandoli coriglaz rebekahdelrio lyssiepowel kimberlyclev joshuacollazo davidfruto peterloggin theresasalazar theasamuel christianthompson davidlynch asymmetricalproduct lesfilmsalainsard babboinc thepicturefactori canal
1282,984.0,Dirty Harry,dirti harri when a madman dub scorpio terror san francisco hard nose cop harri callahan famou for hi take no prison approach to law enforc is task with hunt down the psychopath harri eventu collar scorpio in the process of rescu a kidnap victim onli to see him walk on technic now the maverick detect is determin to nail the maniac himself action crime thriller clinteastwood harryguardino renisantoni johnvernon andrewrobinson johnlarch johnmitchum maemerc lynedgington ruthkobart woodrowparfrey josefsomm williampaterson jamesnolan mauricearg jodewint albertpopwel joycarlin billcouch dianadavidson vincedeadricksr chuckdorsett aldunlap larryduran georgefargo loisforak maxgail johngarb christopherpray eddiegarrett jamesw gavin davidgilliam donhaggerti scotthal kateharp bobharri chuckhick raymondjohnson richardlawson lauriemock annnoland kathleeno malley angelapaton victorpaul debraleescott donsiegel kristoffertabori tonydario donsiegel warnerbro malpasocompani
1283,768.0,From Hell,from hell frederick abberlin is an opium huf inspector from scotland yard who fall for one of jack the ripper s prostitut target in thi hugh brother adapt of a graphic novel that posit the ripper s true ident horror mysteri thriller johnnydepp heathergraham ianholm robbiecoltran ianrichardson jasonflemyng katrincartlidg terenceharvey susanlynch paulrhi lesleysharp estelleskornik nicholasmcgaughey annabelleaps joannapag samanthaspiro sophiamyl ralphineson johnowen markdext dannymidwint davidschofield petereyr rupertfarley ianmcneic cliffparisi alberthugh allenhugh twentiethcenturyfoxfilmcorpor underworldentertain
1284,2100.0,The Last Castle,the last castl a court martial gener ralli togeth inmat to rise against the system that put him away action drama thriller robertredford jamesgandolfini markruffalo steveburton delroylindo paulcalderon samuelbal jeremychild georgew scott cliftoncollinsjr addisonp rodluri dreamworksskg
1285,9081.0,Waking Life,wake life wake life is about a young man in a persist lucid dream like state the film follow it protagonist as he initi observ and later particip in philosoph discuss that weav togeth issu like realiti free will our relationship with other and the mean of life anim drama wileywiggin ethanhawk juliedelpi kenwebst adamgoldberg stevensoderbergh billwis charlesgun cavehzahedi loreleilinklat richardlinklat richardlinklat foxsearchlightpictur thousandword independentfilmchannel ifc detourfilmproduct lineresearch flatblackfilm
1286,167.0,K-PAX,k pax prot is a patient at a mental hospit who claim to be from a far away planet hi psychiatrist tri to help him onli to begin to doubt hi own explan drama sciencefict jeffbridg kevinspacey marymccormack alfrewoodard ajaynaidu vincentlaresca kimberlyscott conchataferrel saulwilliam petergereti davidpatrickkelli melaneemurray traceyvilar celiaweston brianhow greglewi johntol bey markchristopherlawr marymara brandondepaul tessmccarthi natashadorfhub aaronpaul williamluck zofiaborucka curtclendenin frankcollison moetmeira petermaloney lance nichol iainsoftley intermediafilm lawrencegordonproduct path picturesintern imfinternationalemedienundfilmgmbh co produktionskg
1287,9378.0,Thir13en Ghosts,thir en ghost arthur and hi two children kathi and bobbi inherit hi uncl cyru s estat a glass hous that serv as a prison to ghost when the famili accompani by bobbi s nanni and an attorney enter the hous they find themselv trap insid an evil machin design by the devil and power by the dead to open the eye of hell aid by denni a ghost hunter and hi rival kalina a ghost right activist out to set the ghost free the group must do what they can to get out of the hous aliv horror thriller tonyshalhoub embethdavidtz matthewlillard shannonelizabeth matthewharrison alecrobert rahdigga f murrayabraham jrbourn jacobrupp mikecrestejo aubreyleeculp charlesandr mikhaelspeidel danielwesley lauramennel kathrynanderson shawnaloy xantharadley c ernstharth lauriesop herbertduncanson shaynewyl johndesanti craigolejnik stevebeck columbiapicturescorpor darkcastleentertain warnerbro ghostsproductionscanadainc
1288,141.0,Donnie Darko,donni darko after narrowli escap a bizarr accid a troubl teenag is plagu by vision of a larg bunni rabbit that manipul him to commit a seri of crime fantasi drama mysteri jakegyllenha jenamalon patrickswayz maggiegyllenha drewbarrymor bethgrant holmesosborn daveighchas marymcdonnel jamesduv arthurtaxi katharineross patiencecleveland davidst jame jazziemahannah jolenepurdi davidmoreland noahwyl kristinamalota marinamalota scottyleavenworth phyllislyon garylundi alexgreenwald stuartston joanblair sethrogen markhoffman richardkelli pandoracinema twentiethcenturyfoxfilmcorpor flowerfilm adamfieldsproduct
1289,10778.0,The Man Who Wasn't There,the man who wasn t there a tale of passion crime and punish set in the summer of ed crane a barber in a small california town is dissatisfi with hi life but hi wife dori infidel present him with a chanc to chang it crime drama billybobthornton francesmcdormand michaelbadalucco jamesgandolfini scarlettjohansson jonpolito richardjenkin tonyshalhoub greggbinkley joelcoen thekllin
1290,585.0,"Monsters, Inc.",monster inc jame sullivan and mike wazowski are monster they earn their live scare children and are the best in the busi even though they re more afraid of the children than they are of them when a child accident enter their world jame and mike suddenli find that kid are not to be afraid of and they uncov a conspiraci that could threaten all children across the world anim comedi famili johngoodman billycryst marygibb stevebuscemi jamescoburn jennifertilli bobpeterson johnratzenberg frankoz stevesusskind bonniehunt jeffpidgeon samuellordblack jackangel bobbergen rodgerbumpass ginoconforti jenniferdarl pattideutsch petedoct bobbyedn ashleyedn pauleid katiescarlettr billfarm keeganfarrel patfraley teresaganzel taylorgifaldi marcjohnjefferi joelala noahluk sherrylynn dannymann monamarshal mickiemcgowan larainenewman kaypanabak bret brook parker philproctor joshqualtieri guidoquaroni janrabson lisaraggio joeranft katherineringgold sophiaranft bobscott jimthornton leeunkrich wallaceshawn danielgerson davidsilverman petedoct waltdisneypictur pixaranimationstudio
1291,10796.0,The One,the one a sheriff s deputi fight an altern univers version of himself who grow stronger with each altern self he kill action sciencefict thriller jetli jasonstatham carlagugino delroylindo jamesmorrison dylanbruno richardsteinmetz steverankin tuckersmallwood harrietsansomharri davidkeat deannorri darinmorgan markborchardt ronzimmerman ashlynger joelstoff archiekao narindersamra jameswong columbiapictur revolutionstudio hardeightpictur wonderworksstudiosentertainmentgroup
1292,9889.0,Shallow Hal,shallow hal a shallow man fall in love with a pound woman becaus of her inner beauti comedi romanc gwynethpaltrow jackblack jasonalexand joeviterelli brucemcgil tonyrobbin susanward zengesn brookeburn robmoran kylegass nanmartin sashaneuling erinnbartlett danielgreen stevetyl laurakightling fawnirish dannymurphi bobbyfarrelli peterfarrelli twentiethcenturyfoxfilmcorpor
1293,671.0,Harry Potter and the Philosopher's Stone,harri potter and the philosoph s stone harri potter ha live under the stair at hi aunt and uncl s hous hi whole life but on hi th birthday he learn he s a power wizard with a place wait for him at the hogwart school of witchcraft and wizardri as he learn to har hi newfound power with the help of the school s kindli headmast harri uncov the truth about hi parent death and about the villain who s to blame adventur fantasi famili danielradcliff rupertgrint emmawatson richardharri tomfelton robbiecoltran alanrickman maggiesmith richardgriffith ianhart fionashaw johnhurt davidbradley matthewlewi seanbiggerstaff warwickdavi harrymel jamesphelp oliverphelp johnclees chrisrankin alfieenoch devonmurray jamiewaylett joshherdman zo wanamak juliewalt bonniewright lukeyoungblood vernetroy adrianrawlin geraldinesomervil elizabethsprigg ninayoung terencebayl lesliephillip simonfish becker derekdeadman rayfearon eleanorcolumbu benborowiecki danielletabor leilahsutherland emilydal willtheakston scotfearn saunderstriplet amypuglia davidbrett leilahoffman hazelshowham christinapetr gemmasandz derekhough juliannehough zoesugg jimmyve kierikennedi chriscolumbu pictur warnerbro heydayfilm
1294,11469.0,Black Knight,black knight martin lawrenc play jamal an employe in mediev world amus park after sustain a blow to the head he awaken to find himself in th centuri england adventur comedi fantasi martinlawr marshathomason tomwilkinson vincentregan darylmitchel michaelcountryman kevinconway erikjensen isabello connor johncronin giljung twentiethcenturyfoxfilmcorpor regencyenterpris epsilonmotionpictur newregencypictur runteldatentertain firm the
1295,1535.0,Spy Game,spi game veteran spi nathan muir is on the verg of retir from the cia when he learn that hi one time prot g and close friend tom bishop is a polit prison sentenc to die in beij although their friendship ha been mar by bad blood and resent muir agre to take on the most danger mission of hi career and rescu bishop action crime thriller robertredford bradpitt catherinemccormack stephendillan larrybryggman mariannejean baptist matthewmarsh toddboyc michaelpaulchan garrickhagon andrewgraing benedictwong charlotterampl kenleung tonyscott universalpictur metropolitanfilmexport toho towa redwagonproduct beaconcommun kalimaproductionsgmbh co kg
1296,11033.0,Dressed to Kill,dress to kill a mysteri tall blond woman wear sunglass murder one of a psychiatrist s patient and now she s after the prostitut who wit it horror mysteri thriller michaelcain angiedickinson nancyallen keithgordon dennisfranz davidmarguli kenbak susannaclemm brandonmaggart amaliecolli marydavenport annekadilorenzo normanevan robbiel mcdermott briandepalma filmwayspictur cinema film
1297,3604.0,Flash Gordon,flash gordon a footbal player and hi friend travel to the planet mongo and find themselv fight the tyrant ming the merciless to save earth sciencefict samj jone melodyanderson maxvonsydow chaimtopol ornellamuti timothydalton brianbless peterwyngard mariangelamelato johnosborn richardo brien johnhallam philipston suzannedaniel williamhootkin peterduncan tonyscannel georgeharri deeproy mikehodg dinodelaurentiiscompani starlingfilm
1298,10649.0,The Enforcer,the enforc dirti harri callahan return again thi time saddl with a rooki femal partner togeth they must stop a terrorist group consist of angri vietnam veteran action crime thriller clinteastwood tynedali harryguardino bradforddillman johnmitchum deverenbookwalt johncrawford samanthadoan robertf hoy jocelynjon m g kelli nickpellegrino albertpopwel rudyramo billackridg jamesfargo warnerbro
1299,10650.0,Sudden Impact,sudden impact when a young rape victim take justic into her own hand and becom a serial killer it s up to dirti harri callahan on suspens from the sfpd to bring her to justic action crime thriller clinteastwood sondralock pathingl bradforddillman pauldrak audrieneenan jackthibeau michaelcurri albertpopwel markkeyloun kevynmajorhoward betteford nancyparson joebellan wendellwellman maracorday lisalondon clinteastwood warnerbro
1300,8007.0,Behind Enemy Lines,behind enemi line while fli a routin reconnaiss mission over bosnia fighter pilot chri burnett photograph someth he wasn t suppos to see and get shot down behind enemi line where he must outrun an armi led by a ruthless serbian gener with time run out and a deadli tracker on hi trail burnett s command offic decid to risk hi career and launch a renegad rescu mission to save hi life action drama thriller war owenwilson genehackman gabrielmacht charlesmalikwhitfield davidkeith olekkrupa joaquimdealmeida vladimirmashkov markoigonda eyalpodel geoffpierson aernoutvanlynden samjaeg shanejohnson donwinston laurencemason leonrussom toddboyc dorothylucey johnmoor twentiethcenturyfoxfilmcorpor davisentertain
1301,161.0,Ocean's Eleven,ocean s eleven less than hour into hi parol charismat thief danni ocean is alreadi roll out hi next plan in one night danni s hand pick crew of specialist will attempt to steal more than million from three la vega casino but to score the cash danni risk hi chanc of reconcil with ex wife tess thriller crime georgeclooney bradpitt mattdamon andygarc a juliarobert caseyaffleck scottcaan carlrein berniemac elliottgould eddiejemison shaoboqin scottl schwartz scottbering henrysilva hollymariecomb stevensoderbergh kerryrossal timperez rustymey doncheadl shanewest joeladu stevensoderbergh villageroadshowpictur sectioneight npventertain jerryweintraubproduct warnerbro wvfilmsii
1302,11397.0,Not Another Teen Movie,not anoth teen movi on a bet a gridiron hero at john hugh high school set out to turn a bespectacl plain jane into a beauti and popular prom queen in thi outrag send up of the teen movi genr comedi chylerleigh chrisevan jaimepressli ericchristianolsen miakirshn laceychabert cerinavinc mollyringwald samairearmstrong nectarros michaelensign kyleceas desilyd jackieharri mr t deonrichmond ericjungmann ronlest codymcmain samhuntington joannagarcia sammlevin beverlypolcyn edlaut paulgleason randyquaid rileysmith nathanwest michelleholg jeanettemil benjaminwaldow joshradnor rossmulholland deansheremet beccasweitz hayleyzelnik lukasbehnken joshjacobson ambergoetz joybisco morisataylorkaplan georgewyn nedbrow petersimon joygohr tracykay jessicaash seansmith heatherbrown eanmer lymanward juliewelch danielbess jamesread robbenedict banksmcclintock jayjohnston jessecapelli danielspink ozperkin jimwis kimibateman stacib flood sarahchristinesmith chinashav h jonbenjamin paulgoebel marissafedel samuelgiven kimberlylyon zacharywoodle alecmurdock cynthenasand willgilljr nickzephyrin heidiandrol ianaronson samay nickbakay candicet cain maylencalien marcusedward arturoelizondo davidm franci melissajoanhart kelli king jarrettlennon traceymccal jenniferschluet genashaw abrahamsmith tessa seanpatrickthoma cassietownsend jeremiahvaughn susanannewal joelgallen originalfilm columbiapicturescorpor nealh moritzproduct
1303,1903.0,Vanilla Sky,vanilla sky david aam tom cruis ha it all wealth good look and gorgeou women on hi arm but just as he begin fall for the warmheart sofia penelop cruz hi face is horribl disfigur in a car accid that s just the begin of hi troubl as the line between illus and realiti between life and death are blur drama mysteri romanc sciencefict thriller tomcruis pen lopecruz camerondiaz kurtrussel jasonle noahtaylor timothyspal tildaswinton armandschultz aliciawitt michaelshannon ivanamili evi shalomharlow johnnygalecki cameroncrow paramountpictur cruis wagnerproduct vinylfilm
1304,9428.0,The Royal Tenenbaums,the royal tenenbaum an estrang famili of former child prodigi reunit when their father announc he ha a termin ill comedi drama genehackman anjelicahuston benstil gwynethpaltrow lukewilson owenwilson billmurray dannyglov alecbaldwin seymourcassel kumarpallana wesanderson andrewwilson frankwood wesanderson touchstonepictur
1305,1649.0,Bill & Ted's Bogus Journey,bill ted s bogu journey amiabl slacker bill and ted are onc again rope into a fantast adventur when de nomolo a villain from the futur send evil robot duplic of the two lad to termin and replac them the robot doubl actual succeed in kill bill and ted but the two are determin to escap the afterlif challeng the grim reaper to a seri of game in order to return to the land of the live adventur comedi famili fantasi sciencefict keanureev alexwint georgecarlin williamsadl jossackland pamgrier amystock poynton jimmartin hallandonjr annetteazcuy sarahtrigg chelcieross tajmah elenikelako roybrocksmith j patrickmcnamara danasteven carolrosenth chrismatheson brendanryan williamthorn edgal arturogil tomallard terryfinn johnehrin donforney michaelchamb brunofalcon edcambridg tadhorino williamshatn robertnobl peterhewitt orionpictur nelsonentertain
1306,8386.0,How High,how high multi platinum rap superstar redman and method man star as jamal and sila two regular guy who smoke someth magic ace their colleg entranc exam and wind up at harvard ivi leagu way are strang but sila and jamal take it in a stride until their suppli of supernatur smoke run dri that s when they have to start live by their wit and reli on their natur resourc to make the grade comedi methodman redman obbababatund mikeepp annamariahorsford fredwillard jeffreyjon h ctorelizondo cypresshil essenceatkin jessedylan universalpictur jerseyfilm nativepicturesproduct
1307,12589.0,Jimmy Neutron: Boy Genius,jimmi neutron boy geniu jimmi neutron is a boy geniu and way ahead of hi friend but when it come to be cool he s a littl behind all until one day when hi parent and parent all over earth are kidnap by alien it s up to him to lead all the children of the world to rescu their parent action adventur anim comedi famili fantasi sciencefict debiderryberri megancavanagh markdecarlo jeffreygarcia patrickstewart martinshort frankwelk robpaulsen carolynlawr crystalscal candimilo davidl lander carlosalazraqui jimcum keithalcorn kimberlybrook andreamartin billywest bobgoen maryhart bobgoen deebradleybak gregeagl johna davi nickelodeonmovi universalcartoonstudio paramountanim
1308,11232.0,Kate & Leopold,kate leopold when her scientist ex boyfriend discov a portal to travel through time and bring back a th centuri nobleman name leopold to prove it a skeptic kate reluctantli take respons for show leopold the st centuri the more time kate spend with leopold the harder she fall for him but if he doesn t return to hi own time hi absenc will forev alter histori comedi fantasi romanc sciencefict megryan hughjackman lievschreib breckinmey natashalyonn bradleywhitford paxtonwhitehead spaldinggray joshstamberg matthewsussman charlotteayanna philipbosco andrewjack stantraci kristenscha violadavi jamesmangold miramaxfilm konradpictur
1309,120.0,The Lord of the Rings: The Fellowship of the Ring,the lord of the ring the fellowship of the ring young hobbit frodo baggin after inherit a mysteri ring from hi uncl bilbo must leav hi home in order to keep it from fall into the hand of it evil creator along the way a fellowship is form to protect the ringbear and make sure that the ring arriv at it final destin mt doom the onli place where it can be destroy adventur fantasi action elijahwood ianmckellen cateblanchett orlandobloom seanbean viggomortensen hugoweav livtyl johnrhi davi christopherle billyboyd dominicmonaghan seanastin andyserki ianholm craigpark lawrencemakoar salabak sarahmcleod martoncsoka alanhoward noelapplebi meganedward michaelelsworth markferguson brentmcintyr peterjackson wingnutfilm newlinecinema thesaulzaentzcompani
1310,11086.0,The Majestic,the majest set in a blacklist hollywood writer get into a car accid lose hi memori and settl down in a small town where he is mistaken for a long lost son drama romanc jimcarrey martinlandau laurieholden davidogdensti halholbrook bobbalaban ronrifkin jeffreydemunn brentbrisco gerryblack jameswhitmor susanwilli catherined brianhow karlburi brucecampbel mattdamon frankdarabont villageroadshowpictur castlerockentertain npventertain darkwoodsproduct
1311,453.0,A Beautiful Mind,a beauti mind at princeton univers john nash struggl to make a worthwhil contribut to serv as hi legaci to the world of mathemat he final make a revolutionari breakthrough that will eventu earn him the nobel prize after graduat school he turn to teach becom romant involv with hi student alicia meanwhil the govern ask hi help with break soviet code which soon get him involv in a terrifi conspiraci plot nash grow more and more paranoid until a discoveri that turn hi entir world upsid down now it is onli with alicia s help that he will be abl to recov hi mental strength and regain hi statu as the great mathematician we know him as today drama romanc russellcrow edharri jenniferconnelli christopherplumm paulbettani adamgoldberg joshluca anthonyrapp jasongray stanford juddhirsch austinpendleton viviencardon jilliesimon victorsteinbach tanyaclark thomasf walsh jessedoran kentcassella patrickblindau johnblaylock roythinn anthonyeaston cherylhoward joshpai davidb allen michaelesp erikvanwyck rancehoward janejenkin dariusston valentinacardin teaglef bouger amywalz traceytoomey jenniferweedon yvonnethoma hollypitrago isadorerosenfeld ronhoward imagineentertain dreamworksskg universalpictur
1312,10794.0,The Party,the parti hrundi v bakshi an accid prone actor from india is accident put the name on the guest list for an upcom parti at the home of a hollywood film director unfortun from the moment he arriv one thing after anoth goe wrong with a compound affect comedi petersel claudinelonget nataliaborisova jeancarson margechampion alchecco corinnecol dickcrockett francesdavi danielledemetz herbelli paulferrara stevefranken kathegreen allenjung sharronkimberli jameslanphi buddylest stephenliss gavinmacleod jerrymartin faymckenzi j edwardmckinley dennymil blakeedward themirischcorpor
1313,37257.0,Witness for the Prosecution,wit for the prosecut when leonard vole is arrest for the sensat murder of a rich middl age widow the famou sir wilfrid robart agre to appear on hi behalf sir wilfrid recov from a near fatal heart attack is suppos to be on a diet of bland civil suit but the lure of the crimin court is too much for him especi when the case is so difficult drama mysteri crime tyronepow marlenedietrich charleslaughton elsalanchest johnwilliam henrydaniel ianwolf torinthatch normavarden unao connor franciscompton philiptong rutale bessflow leodarichard patrickahern eddiebak brandonbeach colinkenni fredrapport dannyborzag georgebruggeman stevecarruth stuarthal arthoward paulkrug jeannelafayett wilburmack johnroy scottseaton capsom bertsteven arthurtovey glenwalt marjorieeaton franklynfarnum williamh o brien michaeljeff ottolanesmith j pato malley georgepel jackrain jeffreysayr norbertschil benwright waclawrekwart frankmclur walterbacon herschelgraham billywild edwardsmallproduct
1314,8489.0,Ali,ali in a brash new pro boxer fresh from hi olymp gold medal victori explod on to the scene cassiu clay bold and outspoken he cut an entir new imag for african american in sport with hi proud public self confid and hi unapologet belief that he is the greatest boxer of all time yet at the top of hi game both ali s person and profession live face the ultim test drama willsmith jamiefoxx jonvoight mariovanpeebl ronsilv jeffreywright mykeltiwilliamson jadapinkettsmith nonagay michaelmichel joemorton paulrodr guez brucemcgil barryshabakahenley giancarloesposito laurencemason levarburton alberthal davidcubitt tedlevin candyannbrown malickbowen shariwatson davidelliott michaelbentt rufusdorsey bradgreenquist victoriadillard morganavanpeebl mayavanpeebl charlesshufford alfredcol jamestoney davidhain maestroharrel wadewilliam kimrobillard gailardsartain williamutay guyvanswearingen davidpurdham eddiebosmithjr doughal ladonnatittl marcgrapey danieljank alexandrabokyunchun johng connolli chicobenymon kimcoleman johnnyortiz nataliecart reginaldfootman christianstolt ronmadoff deborahsmithford michaelmann columbiapicturescorpor
1315,855.0,Black Hawk Down,black hawk down when u s ranger and an elit delta forc team attempt to kidnap two underl of a somali warlord their black hawk helicopt are shot down and the american suffer heavi casualti face intens fight from the militia on the ground action histori war joshhartnett ewanmcgregor jasonisaac tomsizemor williamfichtn ericbana ewenbremn samshepard tomhardi charliehofheim hughdanc tomguiri brianvanholt stevenford gregorysporled zeljkoivanek matthewmarsden nikolajcost waldau orlandobloom johnnystrong kimcoat glennmorshow enriquemurciano jeremypiven brendansextoniii carminegiovinazzo georgeharri razaaqadoti trevaetienn jasonhildebrandt roneldard tyburrel gianninafacio boydkestn ridleyscott jerrybruckheimerfilm revolutionstudio scottfreeproduct
1316,5279.0,Gosford Park,gosford park multipl storylin drama set in show the live of upstair guest and downstair servant at a parti in a countri hous in england drama mysteri thriller helenmirren cliveowen maggiesmith geraldinesomervil jeremynortham kristinscottthoma tomholland michaelgambon kellymacdonald eileenatkin emilywatson alanb richard grant ryanphillipp trentford stephenfri charlesd camillarutherford adrianscarborough derekjacobi claudieblakley bobbalaban jeremyswift jameswilbi lucycohu laurencefox natashawightman teresachurch sophiethompson franceslow robertaltman usafilm
1317,10950.0,I Am Sam,i am sam sam ha the mental capac of a year old he ha a daughter with a homeless woman who abandon them when they leav the hospit leav sam to rais luci on hi own but as luci grow up sam s limit start to becom a problem and the author take her away sam shame high price lawyer rita into take hi case pro bono and in turn teach her the valu of love and famili drama seanpenn michellepfeiff diannewiest dakotafan richardschiff lorettadevin marinhinkl lauradern bradsilverman josephrosenberg stanleydesanti doughutchison bobbycoop marysteenburgen eileenryan michaelb silver rosalindchao kenjenkin wendyphillip masonlucero scottpaulin kitmcdonough kimberlyscott chasemackenziebebak raferweigel emikoparis pameladunlap brentspin davidnathanschwartz kathleenrobertson karenbankhead janetadderley katiemcgloin stevenmain dennisfan davidpoynt r d call ellefan jessienelson newlinecinema
