name,movie_id
Charles Vidor,40633
Jacques Tati,4595
Charles Reisner,26182
Rainer Werner Fassbinder,42260
Andrei Tarkovsky,31442
Georges Méliès,775
Juan Pablo Rebella,36971
Pablo Stoll,36971
Larisa Shepitko,50183
David Carson,7342
Federico Fellini,45267
Vittorio De Sica,45267
Luchino Visconti,45267
Mario Monicelli,45267
Mark A.Z. Dippé,33641
Andy Fickman,13618
Tim Hunter,9636
Dick Lowry,32128
James Merendino,36984
Jacques Audiard,48580
Mike Leigh,36843
Robert Montgomery,18871
Fred Schepisi,69069
Masahiro Shinoda,45713
Nagisa Ōshima,104193
Peter Medak,64167
Ousmane Sembene,124083
Shôhei Imamura,68528
Shôhei Imamura,185987
Rolf de Heer,34595
Olivier Assayas,39851
Trent Carlson,45161
Henry King,84084
Mervyn LeRoy,84087
Garth Jennings,7453
Nikolaj Arcel,15961
Til Schweiger,6183
Torsten Künstler,6183
Pedro Almodóvar,8220
Chen Chi-Hwa,35170
Clint Eastwood,20187
Melville Shavelson,38151
Gordon Douglas,20628
Paul Bogart,20628
Orson Welles,43003
Michael Landon Jr.,16250
Andrew Douglas,10065
Bill Plympton,30863
Rosemary Rodriguez,49920
Robert Harmon,31065
Gordon Hessler,22033
Robert Siodmak,37992
Fred Zinnemann,32850
Stanley Kwan,68883
Vittorio De Sica,43379
Dennis Gansel,9393
Robert Aldrich,16972
Yojiro Takita,21325
Damon Dash,13409
James D. Stern,14287
Adam Del Deo,14287
David Duchovny,24363
Todd Solondz,13073
Eric Hendershot,35384
Rosario Roveto Jr.,113178
Nigel Cole,8976
Jeffrey W. Byrd,27360
David Anspaugh,29078
William Bindley,38717
Alex Gibney,13020
Lee Tamahori,11679
Damon Dash,25007
Ridley Scott,1495
Jaume Collet-Serra,10066
Paul Haggis,1640
Vadim Jean,67445
Gregg Araki,11171
Mel Damski,14750
Delmer Daves,43260
Louis Malle,11799
Manuel Gómez Pereira,53116
Kimiyoshi Yasuda,24444
Hsu Tseng-Hung,24444
Guy Green,83995
Karel Reisz,42626
W.S. Van Dyke,43881
Aleksandr Dovzhenko,46594
Luis Buñuel,43344
Jean Renoir,26614
Ruy Guerra,133750
Michael Curtiz,16902
Fred Zinnemann,41131
Béla Tarr,31414
Harold S. Bucquet,40730
Katsuhito Ishii,15318
Ken Loach,13384
Clarence Brown,48993
Toyoo Ashida,9463
Carl Macek,9463
Walt Becker,13163
Éléonore Faucher,26810
Robert Florey,20625
Joseph Santley,20625
Bernhard Wicki,1566
Mariano Barroso,21997
Jean Negulesco,30624
Nikita Mikhalkov,44658
Yurek Bogayevicz,48130
Takeshi Kitano,27233
Bradley Beesley,41386
Campbell Scott,24078
Joaquín Oristrell,43271
Oxide Pang Chun,26541
Juan Pablo Rebella,63066
Pablo Stoll,63066
James F. Collier,37720
John M. Stahl,18050
Maciej Dejczer,155325
Charlie Chaplin,31819
Paul Moloney,14672
Fatih Akin,11628
Thomas Vinterberg,10913
John Huston,11605
Toshiaki Toyoda,16976
Thom Andersen,38643
Louis Leterrier,10027
Julio Médem,2444
Adolfo Aristarain,43429
Ettore Scola,19413
Jean-Claude Lauzon,11139
Bob Hathcock,10837
Busby Berkeley,32610
Kim Ki-duk,1279
George Lucas,1895
Jesse Dylan,9981
Robert Luketic,4379
Michael Apted,31200
Mitchell Leisen,37215
Hiner Saleem,56946
Alastair Fothergill,11019
Andy Byatt,11019
A. Edward Sutherland,28423
Charles Martin Smith,14694
Pietro Germi,20271
Mark Sandrich,29872
Yuen Woo-ping,85014
Stanley Tong,34856
Victoria Hochberg,46112
Michael Winterbottom,27
Lewis Allen,16373
Kim Ki-duk,25649
Eddy Terstall,19398
Gregg Toland,100605
John Ford,100605
Tay Garnett,43506
Eric Darnell,953
Tom McGrath,953
Cate Shortland,16605
Aram Avakian,42268
Rob Bowman,13064
Marilyn Agrelo,14358
Mark Wexler,26825
Paul Schrader,12700
Peter Segal,9291
Alice Wu,19316
David Hogan,34309
Ron Howard,921
Ken Kwapis,9779
Catherine Hardwicke,9787
Pierre Salvadori,16932
Don Argott,23825
Doug Liman,787
Robert Rodriguez,14199
Alexandre Aja,10226
John Schultz,21295
Pradeep Sarkar,20651
Jaco Van Dormael,56321
Charles Dance,9528
Michael Dowse,12109
Stephen Tolkin,47945
John Irvin,13935
Luis Mandoki,20941
Kazuki Omori,18289
John Cromwell,43471
Adrian Shergold,65579
David Swift,3011
Lawrence Jordan,13589
Mervyn LeRoy,11620
Anthony Mann,11620
Anthony Kimmins,43354
Christopher Nolan,272
Ryûhei Kitamura,5845
Ryûhei Kitamura,15767
Arnaud Desplechin,44524
Mark Rosman,15648
Paweł Pawlikowski,9709
Chris Terrio,29080
Harvey Kahn,10274
Mary McGuckian,45881
Michael McGowan,25248
Angela Robinson,11451
Sally Potter,25312
George A. Romero,11683
Nora Ephron,9722
David LaChapelle,2287
Tony Gatlif,18497
Chris Smith,47924
Rouben Mamoulian,43888
Mario Bava,2994
Henry Hathaway,76094
Miranda July,1382
Álex de la Iglesia,9534
Park Chan-wook,33908
Takashi Miike,33908
Fruit Chan,33908
Yvan Attal,14653
Jeff Lieberman,9976
Hans Weingartner,276
Robert Wise,28000
Paul Mazursky,38731
John Cromwell,25876
Fred Zinnemann,93775
Claudio Fäh,25426
Christopher Kulikowski,38046
Roger Nygard,24703
Bruce Campbell,2151
Robert Aldrich,42491
Joan Rivers,102841
Jan Troell,42488
Irving Rapper,120747
Archie Mayo,26323
Henry Winkler,12574
Alan Rudolph,115565
Vincente Minnelli,22968
Peter Yates,31901
Keva Rosenfeld,50536
Dick Maas,15719
Damian Harris,28455
William A. Seiter,15938
Richard Greenberg,2095
Paolo Virzì,18503
Mario Monicelli,20914
Edward Buzzell,22553
John Flynn,26762
Mick Davis,34308
Norman Taurog,43809
Roland Suso Richter,11588
Steven Spielberg,74
Gillian Armstrong,16659
Yoshimitsu Banno,39464
Ronald Neame,28270
Ken Russell,4889
Luc Jacquet,1667
Jérôme Maison,1667
Benoît Jacquot,78293
Alan Wade,100196
Brian Flemming,13014
Robert Clouse,18257
Steve Carr,7233
Shemi Zarhin,78344
Andrei Konchalovsky,73376
Walter Salles,9009
Jacques Audiard,1553
Tim Story,9738
Henry Alex Rubin,14278
Dana Adam Shapiro,14278
Ingmar Bergman,55650
Bob Gosse,125360
David Dobkin,9522
Don Roos,14922
Don Chaffey,77593
Robert Wise,17599
Lee Grant,28706
John Paragon,48232
Curtis Bernhardt,26654
Cédric Klapisch,1826
Law Chi,54858
Roberto Rossellini,43100
Curtiss Clayton,36484
Cornel Wilde,21886
Douglas Sirk,84079
Howard Hawks,43367
Yang Yun-ho,21115
Jan Jakub Kolski,36401
Konrad Niewolski,38530
Giacomo Battiato,38516
Cédric Klapisch,14646
Craig Brewer,10476
Richard Stanley,11309
Sidney J. Furie,34012
Norman Foster,21366
Alex De Rakoff,31063
Andrew Bujalski,33693
Michael Bay,1635
Richard Linklater,13341
Rob Zombie,1696
Gus Van Sant,1665
Achero Mañas,9775
Mike Mitchell,11459
Rob Cohen,10048
Gary David Goldberg,11648
Paul Provenza,15258
Bud Yorkin,123049
Silvio Narizzano,42719
Nora Ephron,41776
Ken Russell,72899
Harlan Thompson,57866
Martin Walz,10542
Tassos Boulmetis,12497
Richard Stanley,5237
Ahn Byeong-ki,32242
Sheldon Lettich,37632
Joss Whedon,16320
Gregory Greene,19112
Bruce Weber,37640
Ramesh Sippy,12259
Jim Jarmusch,308
Jackie Chan,25074
Hur Jin-Ho  ,26935
Sanjay Leela Bhansali,5319
Alfred E. Green,27449
Stuart Heisler,85783
Anthony Asquith,39946
Henry Hathaway,54139
Asia Argento,26579
Ki-hyeong Park,40254
Brett Leonard,18882
Jim O'Connolly,42689
Jay Chandrasekhar,6519
Arie Posin,13919
Jonathan Jakubowicz,25956
Phil Morrison,1444
Mike Bigelow,11453
Iain Softley,9913
John Singleton,8292
John Dahl,13922
David Mackenzie,24461
Marcos Siega,14166
Werner Herzog,501
Ermanno Olmi,31542
David Yates,28201
Tony Piccirillo,18165
Michael Ritchie,27292
Jean Negulesco,57103
James Neilson,37204
Edward Bernds,41279
Herb Wallerstein,41279
Jack Starrett,32051
Ki-hyeong Park,37284
Sebastian Gutierrez,37254
Dick Lowry,18976
Jean-Pierre Melville,42741
Jeff Renfroe,17110
Marteinn Þórsson,17110
Brian Herzlinger,25975
Jon Gunn,25975
Brett Winn,25975
George Bowers,17824
Nicolas Winding Refn,11328
Mark Sandrich,108348
Carroll Ballard,15907
Nicholas Ray,68850
Ziad Doueiri,46825
William Nigh,22965
John Halas,11848
Joy Batchelor,11848
Michaël Weill,34921
Rusty Sachs,34921
Jordan Brady,37270
Baltasar Kormákur,27217
Dorian Walker,25199
Dorothy Arzner,53857
George Fitzmaurice,53857
Richard Boleslawski,53857
Petri Kotwica,306323
Martin Campbell,52660
Stanley Donen,85420
Daniel Mann,43313
Almut Getto,12147
Sanjay Leela Bhansali,31977
Judd Apatow,6957
Gilles Marchand,1917
Michael Powell,79684
Tobe Hooper,16764
Wes Craven,11460
Robert Hall,33459
Anthony Mann,14674
Farah Khan,14134
Aditya Chopra,19404
Gavin Millar,42034
Tova Magnusson,35304
Henry Koster,94529
Michael Haneke,445
Agustín Díaz Yanes,74840
Claude Zidi,9564
Carol Reed,102081
Anders Rønnow Klarlund,21290
Georgiy Daneliya,20874
Peter Chan,37185
Steve Boyum,17186
Gary Chapman,14175
Terry Gilliam,4442
Charles Vidor,59882
William Nigh,22741
Lucrecia Martel,44413
Robin Campillo,65513
Michael Showalter,13169
Bruce Hunt,9042
Meiert Avis,17926
David Kendall,15022
Fernando Meirelles,1985
Louis Leterrier,9335
Kerry Asmussen,56214
Konda Mason,56214
Mark Waters,9007
John Madden,9777
Andrew Niccol,1830
Jim Gillespie,7182
Jeff Wadlow,10092
Liev Schreiber,340
Mike Mills,1546
Raymond De Felitta,23703
Paul Etheredge,47488
Christopher Scott Cherot,15155
Henry King,78734
Henry Hathaway,51277
Mika Kaurismäki,61675
Charles Sturridge,59704
Pete Michels,65215
Lizzie Borden,36832
Sam Firstenberg,17386
Raoul Peck,16374
Mark Illsley,14759
Alan Rafkin,121043
Jackie Chan,10753
Marcel Carné,27053
A. Edward Sutherland,30230
Benny Chan,11636
Michael Powell,44407
Rouben Mamoulian,43529
Edward Buzzell,22575
Eugene Jarecki,14286
Sergio Corbucci,61044
Tom Gries,1676
Tony Palmer,27645
Frank Zappa,27645
Carl Theodor Dreyer,34181
King Hu,26259
Sam Wood,77744
Andrzej Bartkowiak,8814
Tony Scott,9923
Rob McKittrick,7553
Karyn Kusama,8202
Alain Jessua,3118
Lewis Teague,2125
Lasse Hallström,1947
Les Mayfield,9074
Gen Sekiguchi,16133
Werner Herzog,10319
Norman Z. McLeod,28001
Josef Fares,49220
Craig Ross Jr.,17584
Robert Moore,42168
Richard Jobson,29656
Scott Derrickson,8643
Robert Schwentke,9315
Tim Burton,3933
Mike Johnson,3933
Lexi Alexander,8923
David Cronenberg,59
Roman Polanski,257
Bill Paxton,15487
Bennett Miller,398
H. C. Potter,18651
Sidney Lumet,30941
Panna Rittikrai,10254
Tetsuya Nomura,647
Takeshi Nozue,647
Olivier Ducastel,349
Jacques Martineau,349
Malcolm D. Lee,14544
Katrina Holden Bronson,20668
John Stockwell,11968
Jane Anderson,27176
Dave McKean,14517
Michael Gilio,88286
Lucile Hadzihalilovic,33623
Ilya Khrzhanovsky,31227
Alan Brown,120515
Frank A. Cappello,36909
Roberto Rossellini,56518
William Butler,17209
Régis Wargnier,10087
Josef von Báky,11627
Lars von Trier,34870
Nick Park,533
Steve Box,533
Tsui Hark,10703
Shane Black,5236
Jae-yeon Yun,32237
Kim Jee-woon,11344
Fruit Chan,9060
Krzysztof Kieślowski,31056
Anatole Litvak,43807
Steven Soderbergh,14788
Sturla Gunnarsson,5471
Martin Scorsese,19082
Jaromil Jireš,46315
Giuseppe Tornatore,45799
Preston Sturges,36498
Danny Cannon,9763
Ira Sachs,30082
Thomas Riedelsheimer,56475
Mike Nichols,24019
Jessica Sharzer,15058
Mike Marvin,10017
Bent Hamer,10475
Dusan Makavejev,1559
Jack Sholder,20674
Wim Wenders,3527
William Keighley,27974
Curtis Hanson,11931
Klaus Härö,32990
Teresa Fabik,17010
Nicholas Ray,27759
Guy Green,27759
Matthew Leutwyler,21838
John Simpson,12612
Peter Watkins,26513
George Marshall,43110
Noah Baumbach,10707
D.J. Caruso,9910
Julian Fellowes,38583
Filippa Freijd,77468
Martin Jern,77468
Emil Larsson,77468
Henrik Norrthon,77468
Timo Vuorensola,15493
William K. Howard,53864
Ang Lee,142
Daniel B. Gold,56778
Judith Helfand,56778
Cameron Crowe,9621
Niki Caro,9701
Dariush Mehrjui,45899
George Clooney,3291
Melvin Frank,34662
John Gatins,12920
Ermanno Olmi,56798
William Wyler,20853
John Hillcoat,16608
Rob Hardy,25517
Mark Milgard,16430
Kevin Willmott,24408
Rupert Wainwright,791
Tim Kirkman,19965
Craig R. Baxley,38828
Marc Levin,33241
Amanda Goodwin,53935
Anand Tucker,2610
Josh Stolberg,21246
Atom Egoyan,9729
David M. Evans,15276
Lisa Lax,191599
Nancy Stern,191599
Marc Forster,8066
Stefan C. Schaefer,18428
Martin Campbell,1656
Doron Eran,182097
Greg Whiteley,41566
Gore Verbinski,6963
Darren Lynn Bousman,215
Ben Younger,2313
Akira Kurosawa,45967
Frank Tashlin,37124
Sergio Castellitto,16729
Pirjo Honkasalo,178469
Phil Roman,31718
Bill Melendez,31718
Bille August,226594
Damiano Damiani,10915
Pier Paolo Pasolini,5335
Rowan Woods,9993
Steve Rash,8274
Mark Robson,25918
Jean Rollin,29111
Emir Kusturica,20128
W.S. Van Dyke,26845
Cedric Gibbons,18994
David Miller,12617
Chris Nahon,10799
Takashi Miike,42000
Federico Fellini,36102
Berry Gordy,3554
Tony Richardson,3554
Ole Christian Madsen,14897
Lars von Trier,1951
Walter Lang,68013
Rodrigo García,16022
Stephen Milburn Anderson,23196
Jack Smight,25763
Mark Robson,35580
François Truffaut,259
Fernando Eimbcke,34207
Nanni Moretti,32117
Carl Koch,19354
Lotte Reiniger,19354
Herschell Gordon Lewis,28170
Guy Ritchie,10851
Tetsuro Takeuchi,16231
Marc Forster,81220
Sam Mendes,25
David Weaver,105299
Giddi Dar,15083
Mark Dindal,9982
John Turturro,13994
Gustavo Loza,73473
Shane Meadows,12877
Christian Carion,11661
Jesús Franco,5620
Terence Fisher,23220
Sam Wood,43440
Peter Duffell,39261
Terence Fisher,54801
Terence Fisher,28667
William F. Claxton,38761
Aki Kaurismäki,7974
Mika Kaurismäki,60409
Noah Baumbach,44389
Jim Sheridan,10060
Hideo Gosha,46917
Roger Kumble,10033
Stephen Gaghan,231
Aki Kaurismäki,59388
Bille August,41764
Aki Kaurismäki,28212
Mikael Håfström,8999
Christopher Smith,8555
Joe Wright,4348
Stu Pollard,47540
David J. Burke,10064
Roger Hedden,125300
Greg McLean,9885
Neil Marshall,9392
Ingmar Bergman,47473
Takeshi Kitano,20347
Samuel Fuller,14837
Mike Newell,674
Norman Jewison,24625
James Mangold,69
Chris Columbus,1833
Yasujirō Ozu,44163
Marco Bellocchio,65045
Marco Bellocchio,46591
Jon Favreau,6795
Jean-Marc Vallée,11421
Steve Buscemi,7301
Roy Rowland,108843
Liam Lynch,16156
Scott McGehee,24618
Neil Jordan,1420
Harold Ramis,9005
Raja Gosnell,13499
Ron Underwood,17952
Laurence Dunmore,7548
Kemp Curly,20436
Kevin Harrison,20436
Andrew V. McLaglen,7010
John Farrow,6529
Dario Argento,20345
Mike Barker,15184
Seijun Suzuki,86666
Pantelis Voulgaris,24223
Freddie Francis,3124
Bertrand Tavernier,8425
Francis Palluau,44710
Walter Hill,2153
Jonathan Nossiter,48121
Martin Ritt,42489
Woody Allen,116
Luis Buñuel,35124
Vincente Minnelli,43176
Lemuel Ayers,43176
George Sidney,43176
Charles Walters,43176
Roy Del Ruth,43176
Robert Lewis,43176
Merrill Pye,43176
Russ Meyer,5741
Peter Yates,20416
Craig Lucas,41189
Jessica Sanders,19215
King Vidor,84090
Jim Hanon,61340
Edward Sedgwick,253250
Hany Abu-Assad,67
Penelope Spheeris,64972
Andrew Adamson,411
Peter Jackson,254
Rob Marshall,1904
Thomas Bezucha,9043
Chen Kaige,2008
Henry Hathaway,21454
Hy Averback,42687
Josep Maria Domènech,27915
Carles Bosch,27915
Barbara Kopple,14695
Masaki Kobayashi,27031
Markku Pölönen,55396
Mehboob Khan,917
Guy Maddin,17595
Andrzej Wajda,43322
Sergei M. Eisenstein,43118
Dick Maas,19058
Kathryn Bigelow,36826
Monty Montgomery,36826
Shane Meadows,22908
Bruno Barreto,42234
Richard Shepard,9515
Sarah Watt,16151
Robert Greenwald,29595
Simon Fellows,9721
Hal Ashby,20858
King Vidor,35896
Mark Robson,80316
Petter Næss,23478
Don Medford,92272
Mark Rydell,84847
Lloyd Bacon,43812
Takeshi Kitano,23606
Kim Ki-duk,2777
Kim Ki-duk,25651
Ahn Sang-hyeon,25651
Heo Seong-wook,25651
Hong Mi-sook,25651
Kim Ki-duk,25650
Gérard Oury,8290
Raoul Walsh,17382
Tommy Lee Jones,8053
Joseph L. Mankiewicz,20003
Charles Walters,43350
Ulf Malmros,11466
Anders Nilsson,21040
Fabián Bielinsky,13653
Henry Levin,36775
Tonino Valerii,56373
Steven Spielberg,612
Susan Stroman,9899
Duncan Tucker,546
Rob Reiner,2800
Adam Shankman,9641
Dean Parisot,7552
Barry W. Blaustein,9927
Lasse Hallström,9681
Stephen Frears,10773
James Ivory,18840
John Asher,18189
Víctor Erice,4495
Mahamat-Saleh Haroun,22014
Ryszard Bugajski,18614
Jeff Margolis,22975
Ed Bye,10597
Karel Kachyňa,88953
Andrés Waissbluth,10809
John Lasseter,13925
Niall Johnson,9687
Amol Palekar,33081
Jack Gold,20546
Yasujirō Ozu,20530
Brian Yuzna,9568
George Cukor,43899
Fernando León de Aranoa,107667
Ian Fordyce,18809
Mick Jackson,17835
Ariel Zeitoun,6935
Julien Seri,6935
Michael Landon Jr.,20641
Robert Manganelli,154105
Jim Wheat,66192
Ken Wheat,66192
Terrence Malick,11400
Makoto Shinkai,37910
Milton Katselas,90967
Peter Godfrey,13669
Irving Pichel,60566
Lansing C. Holden,60566
Henry Cornelius,30095
Alexander Mackendrick,16665
Charles Frend,63395
William Keighley,43355
George Pal,14241
Kihachi Okamoto,79406
Ján Kadár,92285
Ettore Scola,42269
Heidi Ewing,38785
Rachel Grady,38785
F.W. Murnau,55544
Park Chan-wook,4550
Olaf Lubaszenko,36380
Juliusz Machulski,68646
David Caffrey,16433
Joel Viertel,30669
Tay Garnett,78315
Wendy Apple,44345
Michael Anderson,46041
Michael Powell,21735
Darrell James Roodt,6934
Arthur Hiller,174865
Matthew Bright,34081
Pierre Morel,10045
Uwe Boll,168705
Eli Roth,1690
Nicholaus Goossen,9900
Kevin Reynolds,9044
James Gartner,9918
Wayne Wang,17379
Cory Edwards,10982
Todd Edwards,10982
Tony Leech,10982
Trish Doolan,25608
Len Wiseman,834
Albert Brooks,25890
Sean McNamara,39345
Cy Endfield,44940
Sergei Parajanov,26782
Frank Darabont,37865
Kiyoshi Kurosawa,27742
King Vidor,72856
Roman Polanski,4772
Zhang Yimou,14226
Yasuo Furuhata,14226
François Truffaut,2455
Hugh Hudson,12701
Jackie Chan,21519
George Cukor,27622
Michael Anderson,43626
Mark Levin,16553
Kim Ki-duk,25652
Jean Renoir,45802
Juliusz Machulski,39788
Fabrice Du Welz,12517
Daniel Haller,65891
Val Guest,24580
Rick Bota,11246
Robert Mulligan,49683
Noriaki Yuasa,52728
Jonathan Kaplan,23957
Boris Khlebnikov,49653
Aleksei Popogrebsky,49653
Roger Corman,27344
J.S. Cardone,7295
Damián Szifrón,78237
Carlos Sorin,29952
Takashi Miike,28638
Breck Eisner,14942
Deepa Mehta,7509
Allan Arkush,24269
Marc Rothemund,2117
George W. Hill,47250
Ere Kokkonen,36768
Aleksi Mäkelä,29040
Roger Donaldson,9912
Wong Kar-wai,24163
Joachim Rønning,1969
Espen Sandberg,1969
Alan Clarke,31858
Michael Winterbottom,8435
Frank Capra,34187
Éric Rohmer,12116
Richard Schickel,53367
Daniel MacIvor,38349
Kazuyoshi Okuyama,124484
Rintaro Mayuzumi,124484
John Gray,45759
Patrice Leconte,11183
Justin Lin,13275
John Whitesell,11565
Kirk Jones,11283
Robert Ellis Miller,97936
Amanda Micheli,19416
John Fawcett,17
Ray Milland,27568
Frank Capra,27629
Andrew L. Stone,45726
David Butler,33117
Victor Saville,108994
Byron Paul,54227
George Sidney,25167
Michael Blieden,16452
Joseph L. Mankiewicz,61105
Robert Markowitz,31894
James Wong,9286
Ronald Neame,86168
Sanaa Hamri,15363
Yves Simoneau,30712
Victor Sjöström,31416
Michel Gondry,292
Mervyn LeRoy,37631
Carlos Diegues,77291
Paule Baillargeon,196918
Ol Parker,1544
François Truffaut,1651
Cédric Klapisch,33095
Nicole Garcia,33799
Edward Dmytryk,42328
Rex Ingram,31432
Ruba Nadda,61559
Andrew Leman,20981
Shawn Levy,12096
John Carl Buechler,33061
Nick Love,5145
Matthew O'Callaghan,9975
Richard Loncraine,9754
Preston Sturges,36495
Albert Dupontel,52612
Werner Herzog,23965
Jun Ichikawa,29269
Simon West,10053
Jeremy Haft,10263
Hunter Richards,7515
Jonathan Demme,15675
Joe Roth,9959
Adam Rapp,14256
Frank Marshall,9036
Jason Friedberg,10073
Aaron Seltzer,10073
Wayne Kramer,7304
Tyler Perry,16781
Frank Passingham,24432
Dave Borthwick,24432
Jean Duval,24432
Kurt Wimmer,9920
Donald Petrie,10025
Jim Sonzero,9682
Howard Hall,17700
Richard Donner,2207
Silvio Soldini,14086
Richard Sears,14887
Dario Argento,44435
Johnnie To,18747
Craig Rosenberg,9756
Kirby Dick,34581
Tom Dey,6877
Curt Geda,14609
Steven E. Gordon,14609
Bob Richardson,14609
Carlos Saldanha,950
Delbert Mann,10912
Mark Mylod,9968
Roberto Rossellini,4173
Michael Gordon,43386
Ten Shimoyama,10116
Jean-Luc Godard,113479
Ron Fricke,18493
John Stephenson,16791
Amos Gitai,7483
Anthony Mann,20442
Catherine Cyran,15590
Robert Towne,1967
James McTeigue,752
Andy Fickman,9655
Jason Reitman,9388
Sidney Lumet,9950
Spike Lee,388
Gavin Hood,868
Elizabeth Allen Rosenbaum,14191
Jack Smight,25874
Rodman Flender,18009
Brian Trenchard-Smith,19286
Brian Trenchard-Smith,19287
Rob Spera,18011
Delbert Mann,114875
Michelangelo Antonioni,49781
Mark Joffe,9648
Aki Kaurismäki,1379
Matti Grönberg,62719
Boris Ingster,29481
Alexandre Aja,9792
Brian Robbins,10067
Martin Scorsese,55676
Michael Henry Wilson,55676
Bud Yorkin,11573
Blake Edwards,46828
Rupert Murray,35555
Florian Henckel von Donnersmarck,582
Miklós Jancsó,52885
Ringo Lam,42120
Hou Hsiao-hsien,88811
Robert J. Flaherty,669
Lucio Fulci,49361
Daniel Petrie,98864
Seijun Suzuki,37939
Ted Post,32052
Gordon Douglas,34732
Liz Friedlander,12763
Claude Goretta,56935
Jeff Feuerzeig,13222
Robert Bresson,42112
Robert Bresson,48764
Robert Bresson,1561
Nanni Moretti,31289
Paul McGuigan,186
Werner Herzog,8410
Werner Herzog,51311
Kim Finn,21843
Pedro Almodóvar,219
Todd Williams,65873
Doug Atchison,13751
Guel Arraes,52345
Laís Bodanzky,53961
Mary Lambert,10292
Trent Cooper,15639
William Brent Bell,10069
George Stevens,43887
Michael Caton-Jones,3093
Rian Johnson,9270
Olle Hellbom,11291
Dave Parker,28349
Jake West,10177
David Steiman,12591
Paul Fox,18045
Kirby Dick,16070
Jaume Balagueró,11348
Christian Robinson,13960
Charles Braverman,41263
James Gunn,9035
Dennis Dugan,9957
Nnegest Likké,30139
Christian Volckman,9389
Dani Levy,460
Terence Fisher,28752
Charley Stadler,19059
Nicole Holofcener,8998
Gérard Corbiau,44947
Lodge Kerrigan,13468
Andy Fickman,20521
Adam Goldberg,25428
Dome Karukoski,53296
John Parker,79363
Richard Attenborough,34193
Neil Armfield,4441
G.W. Pabst,84954
Luc Dardenne,11490
Jean-Pierre Dardenne,11490
James Hanlon,11304
Rob Klug,11304
Gedeon Naudet,11304
Jules Naudet,11304
Louis Malle,55368
Wil Shriner,18276
Norman Tokar,26514
David Zucker,4257
David Slade,2652
Alex Turner,19592
Jean-Luc Godard,1629
Banjong Pisanthanakun,17111
Parkpoom Wongpoom,17111
Robert Altman,9526
Mark Rydell,19126
Satyajit Ray,80556
Hal Sutherland,39045
Matthew Robbins,27201
Clark Johnson,5820
Edward Dmytryk,19661
Im Sang-soo,41338
Steve 'Spaz' Williams,9904
Ricardo de Montreuil,50724
Christophe Gans,588
Carlos Reygadas,17247
Paul Weitz,9310
Marcel Carné,48369
Ann Turner,18858
George Fitzmaurice,35545
Hans-Christian Schmid,1557
Julian Jarrold,16367
Stuart Heisler,17131
Prachya Pinkaew,8982
J.J. Abrams,956
Tsai Ming-liang,36253
Fritz Lang,31506
Fritz Lang,42512
Kim Ki-duk,1416
Barry Sonnenfeld,9530
Paul Greengrass,9829
Jessica Bendinger,10115
Fritz Lang,560
Ramin Bahrani,5717
Jia Zhangke,41292
Ralph Nelson,14384
Lloyd Bacon,28432
Jenna Fischer,19719
Ryan Bergmann,19719
Andrew J. Stratmann,19719
Courtney Solomon,10008
David Jacobson,7870
Yôji Yamada,34019
Karey Kirkpatrick,7518
Tim Johnson,7518
Terry Zwigoff,9786
Wolfgang Petersen,503
Ron Howard,591
Brett Ratner,36668
Peyton Reed,9767
Victor Salva,13689
Michael Cuesta,18164
Richard E. Grant,15013
Scott Marshall,21014
John Lasseter,920
Joe Ranft,920
Larry Clark,18484
Andy García,9700
Matthew Cole Weiss,14167
Michael Bregman,12261
Jan Švankmajer,59892
Edwin L. Marin,15264
Fritz Lang,20330
Enzo G. Castellari,44126
Luigi Cozzi,44126
Rauni Mollberg,55418
Wang Xiaoshuai,101908
Robert Aldrich,12766
Mary Harron,15402
Dolph Lundgren,26116
Bill Sherwood,32446
Michael Hoffman,80919
Aric Avelino,15366
Randall Miller,53905
Gaby Dellal,38344
John Moore,806
James Marsh,20021
Jared Hess,9353
Alejandro Agresti,2044
Frank Coraci,9339
Mark Robson,20945
Mike Leigh,122271
Peter Watkins,50254
Wallace Worsley,28249
David Frankel,350
Gore Verbinski,58
Anthony Russo,1819
Joe Russo,1819
Kevin Smith,2295
M. Night Shyamalan,9697
Ivan Reitman,4474
Joseph Pevney,43240
Charles David,30022
Mario Caiano,28673
Michael Lindsay-Hogg,20556
Otar Iosseliani,4962
Gregory Dark,10007
Sofia Coppola,1887
Robert Montgomery,1841
Aleksey German,71762
Chris Paine,13508
Sönke Wortmann,1611
Jean Eustache,48693
Davis Guggenheim,1781
Victor Fleming,43155
Bryan Gordon,16270
Claudio Fäh,8997
Taylor Hackford,42003
Richard Rush,63100
Martin Guigui,18404
Dudley Nichols,51571
Lu Chuan,16074
Kenny Ortega,10947
Roger Spottiswoode,71769
Matthew Barney,34787
Fatih Akin,29138
Caveh Zahedi,17628
Sérgio Machado,8443
Paul Schrader,18553
Joseph Castelo,26567
Costa-Gavras,34186
Craig Chester,17021
Sam Wood,53231
Gary Sinyor,22747
Michael Cooney,27320
Stephen Woolley,17741
Michael Curtiz,25563
Lloyd Bacon,25563
Steven Hilliard Stern,146322
Roy Del Ruth,43147
Ronny Yu,7549
Robert Z. Leonard,151590
Atom Egoyan,41796
Justin Lin,9615
Tim Hill,9513
Sam Dunn,20604
Scot McFadyen,20604
Jessica Joy Wise,20604
Andreas Dresen,410
Howard Franklin,31692
Robert Z. Leonard,25509
